activity_id,opportunity_id,activity_date,activity_type,channel,activity_status
1475,147,2026-05-19,Meeting,Video,Completed
1481,148,2025-09-12,Email,Phone,Completed
1482,148,2025-09-18,Meeting,Video,Completed
1483,148,2025-09-24,"Proposal Follow-up",In-person,"No Response"
1484,148,2025-09-26,Call,Email,Completed
1485,148,2025-10-02,Demo,Phone,Completed
1491,149,2025-01-26,Call,Email,Completed
1492,149,2025-02-01,Demo,Phone,Completed
1493,149,2025-02-07,Email,Video,Completed
1494,149,2025-02-13,Meeting,In-person,Completed
1495,149,2025-02-15,"Proposal Follow-up",Email,Completed
1501,150,2025-10-08,Meeting,In-person,Completed
1502,150,2025-10-10,"Proposal Follow-up",Email,Completed
1503,150,2025-10-16,Call,Phone,Completed
1504,150,2025-10-22,Demo,Video,Completed
1511,151,2025-02-21,Demo,Video,Completed
1512,151,2025-02-27,Email,In-person,Completed
1513,151,2025-03-01,Meeting,Email,Completed
1514,151,2025-03-07,"Proposal Follow-up",Phone,"No Response"
1521,152,2025-10-30,"Proposal Follow-up",Phone,Completed
1522,152,2025-11-05,Call,Video,Completed
1523,152,2025-11-11,Demo,In-person,Completed
1531,153,2025-03-15,Email,Email,Completed
1532,153,2025-03-21,Meeting,Phone,Completed
1533,153,2025-03-27,"Proposal Follow-up",Video,Completed
1534,153,2025-04-02,Call,In-person,Completed
1541,154,2025-03-30,Call,In-person,Completed
1542,154,2025-04-01,Demo,Email,Completed
1543,154,2025-04-07,Email,Phone,Completed
1544,154,2025-04-13,Meeting,Video,Completed
1551,155,2025-12-06,Meeting,Video,"No Response"
1552,155,2025-12-12,"Proposal Follow-up",In-person,Completed
1553,155,2025-12-14,Call,Email,Completed
1561,156,2025-04-21,Demo,Phone,Completed
1562,156,2025-04-27,Email,Video,Completed
1563,156,2025-05-03,Meeting,In-person,Completed
1564,156,2025-05-05,"Proposal Follow-up",Email,Completed
1571,157,2025-12-28,"Proposal Follow-up",Email,Completed
1572,157,2026-01-03,Call,Phone,Completed
1573,157,2026-01-09,Demo,Video,"No Response"
1581,158,2025-05-17,Email,In-person,Completed
1582,158,2025-05-19,Meeting,Email,"No Response"
1583,158,2025-05-25,"Proposal Follow-up",Phone,Completed
1584,158,2025-05-31,Call,Video,Completed
1591,159,2026-01-23,Call,Video,Completed
1592,159,2026-01-29,Demo,In-person,Completed
1593,159,2026-01-31,Email,Email,Completed
1594,159,2026-02-06,Meeting,Phone,Completed
1595,159,2026-02-12,"Proposal Follow-up",Video,Completed
1601,160,2025-06-08,Meeting,Phone,Completed
1602,160,2025-06-14,"Proposal Follow-up",Video,Completed
1611,161,2026-02-14,Demo,Email,Completed
1612,161,2026-02-20,Email,Phone,Completed
1621,162,2025-07-04,"Proposal Follow-up",In-person,Completed
1622,162,2025-07-06,Call,Email,Completed
1631,163,2026-03-12,Email,Video,Completed
1632,163,2026-03-18,Meeting,In-person,Completed
1633,163,2026-03-20,"Proposal Follow-up",Email,Completed
1634,163,2026-03-26,Call,Phone,Completed
1641,164,2025-07-26,Call,Phone,Completed
1642,164,2025-08-01,Demo,Video,Completed
1643,164,2025-08-07,Email,In-person,Completed
1644,164,2025-08-09,Meeting,Email,"No Response"
1651,165,2026-04-03,Meeting,Email,Completed
1652,165,2026-04-09,"Proposal Follow-up",Phone,Completed
1653,165,2026-04-15,Call,Video,Completed
1654,165,2026-04-21,Demo,In-person,Completed
1661,166,2025-08-21,Demo,In-person,Completed
1662,166,2025-08-23,Email,Email,Completed
1663,166,2025-08-29,Meeting,Phone,Completed
1664,166,2025-09-04,"Proposal Follow-up",Video,Completed
1671,167,2026-04-29,"Proposal Follow-up",Video,Completed
1672,167,2026-05-05,Call,In-person,"No Response"
1673,167,2026-05-07,Demo,Email,Completed
1674,167,2026-05-13,Email,Phone,Completed
1681,168,2025-01-15,Email,Phone,"No Response"
1682,168,2025-01-21,Meeting,Video,Completed
1691,169,2025-09-23,Call,Email,Completed
1692,169,2025-09-29,Demo,Phone,Completed
1693,169,2025-10-05,Email,Video,Completed
1694,169,2025-10-11,Meeting,In-person,Completed
1701,170,2025-02-10,Meeting,In-person,Completed
1702,170,2025-02-12,"Proposal Follow-up",Email,Completed
1703,170,2025-02-18,Call,Phone,"No Response"
1711,171,2025-10-19,Demo,Video,Completed
1712,171,2025-10-25,Email,In-person,"No Response"
1713,171,2025-10-27,Meeting,Email,Completed
1714,171,2025-11-02,"Proposal Follow-up",Phone,Completed
1721,172,2025-03-04,"Proposal Follow-up",Phone,Completed
1722,172,2025-03-10,Call,Video,Completed
1723,172,2025-03-16,Demo,In-person,Completed
1724,172,2025-03-18,Email,Email,Completed
1731,173,2025-11-10,Email,Email,Completed
1732,173,2025-11-16,Meeting,Phone,Completed
1733,173,2025-11-22,"Proposal Follow-up",Video,Completed
1734,173,2025-11-28,Call,In-person,"No Response"
1735,173,2025-11-30,Demo,Email,Completed
1741,174,2025-03-30,Call,In-person,Completed
1742,174,2025-04-01,Demo,Email,Completed
1743,174,2025-04-07,Email,Phone,"No Response"
1744,174,2025-04-13,Meeting,Video,Completed
1751,175,2025-12-06,Meeting,Video,Completed
1752,175,2025-12-12,"Proposal Follow-up",In-person,Completed
1753,175,2025-12-14,Call,Email,Completed
1754,175,2025-12-20,Demo,Phone,Completed
1755,175,2025-12-26,Email,Video,Completed
1761,176,2025-04-21,Demo,Phone,Completed
1762,176,2025-04-27,Email,Video,Completed
1763,176,2025-05-03,Meeting,In-person,Completed
1764,176,2025-05-05,"Proposal Follow-up",Email,Completed
1771,177,2025-12-28,"Proposal Follow-up",Email,Completed
1772,177,2026-01-03,Call,Phone,Completed
1773,177,2026-01-09,Demo,Video,Completed
1774,177,2026-01-15,Email,In-person,Completed
1781,178,2025-05-17,Email,In-person,Completed
1782,178,2025-05-19,Meeting,Email,Completed
1783,178,2025-05-25,"Proposal Follow-up",Phone,Completed
1784,178,2025-05-31,Call,Video,Completed
1785,178,2025-06-06,Demo,In-person,Completed
1791,179,2026-01-23,Call,Video,Completed
1792,179,2026-01-29,Demo,In-person,Completed
1793,179,2026-01-31,Email,Email,Completed
1801,180,2025-06-08,Meeting,Phone,Completed
1802,180,2025-06-14,"Proposal Follow-up",Video,"No Response"
1803,180,2025-06-20,Call,In-person,Completed
1804,180,2025-06-22,Demo,Email,Completed
1811,181,2026-02-14,Demo,Email,"No Response"
1812,181,2026-02-20,Email,Phone,Completed
1813,181,2026-02-26,Meeting,Video,Completed
1814,181,2026-03-04,"Proposal Follow-up",In-person,Completed
1821,182,2026-03-01,"Proposal Follow-up",In-person,Completed
1822,182,2026-03-03,Call,Email,Completed
1823,182,2026-03-09,Demo,Phone,Completed
1824,182,2026-03-15,Email,Video,Completed
1825,182,2026-03-21,Meeting,In-person,Completed
1831,183,2025-07-15,Email,Video,Completed
1832,183,2025-07-21,Meeting,In-person,Completed
1833,183,2025-07-23,"Proposal Follow-up",Email,"No Response"
1834,183,2025-07-29,Call,Phone,Completed
1835,183,2025-08-04,Demo,Video,Completed
1841,184,2026-03-23,Call,Phone,Completed
1842,184,2026-03-29,Demo,Video,"No Response"
1843,184,2026-04-04,Email,In-person,Completed
1844,184,2026-04-06,Meeting,Email,Completed
1845,184,2026-04-12,"Proposal Follow-up",Phone,Completed
1851,185,2025-08-06,Meeting,Email,Completed
1852,185,2025-08-12,"Proposal Follow-up",Phone,Completed
1853,185,2025-08-18,Call,Video,Completed
1854,185,2025-08-24,Demo,In-person,Completed
1855,185,2025-08-26,Email,Email,Completed
1861,186,2026-04-18,Demo,In-person,Completed
1862,186,2026-04-20,Email,Email,Completed
1863,186,2026-04-26,Meeting,Phone,Completed
1864,186,2026-05-02,"Proposal Follow-up",Video,"No Response"
1871,187,2025-09-01,"Proposal Follow-up",Video,Completed
1872,187,2025-09-07,Call,In-person,Completed
1873,187,2025-09-09,Demo,Email,"No Response"
1874,187,2025-09-15,Email,Phone,Completed
1881,188,2025-01-15,Email,Phone,Completed
1882,188,2025-01-21,Meeting,Video,Completed
1891,189,2025-09-23,Call,Email,Completed
1892,189,2025-09-29,Demo,Phone,Completed
1893,189,2025-10-05,Email,Video,Completed
1894,189,2025-10-11,Meeting,In-person,Completed
1895,189,2025-10-13,"Proposal Follow-up",Email,"No Response"
1901,190,2025-02-10,Meeting,In-person,"No Response"
1902,190,2025-02-12,"Proposal Follow-up",Email,Completed
1911,191,2025-10-19,Demo,Video,Completed
1912,191,2025-10-25,Email,In-person,Completed
1913,191,2025-10-27,Meeting,Email,Completed
1921,192,2025-03-04,"Proposal Follow-up",Phone,Completed
1922,192,2025-03-10,Call,Video,Completed
1923,192,2025-03-16,Demo,In-person,Completed
1924,192,2025-03-18,Email,Email,Completed
1931,193,2025-11-10,Email,Email,Completed
1932,193,2025-11-16,Meeting,Phone,"No Response"
1933,193,2025-11-22,"Proposal Follow-up",Video,Completed
1941,194,2025-03-30,Call,In-person,"No Response"
1942,194,2025-04-01,Demo,Email,Completed
1943,194,2025-04-07,Email,Phone,Completed
1944,194,2025-04-13,Meeting,Video,Completed
1951,195,2025-12-06,Meeting,Video,Completed
1952,195,2025-12-12,"Proposal Follow-up",In-person,Completed
1953,195,2025-12-14,Call,Email,Completed
1954,195,2025-12-20,Demo,Phone,Completed
1955,195,2025-12-26,Email,Video,Completed
1961,196,2025-12-17,Demo,Phone,Completed
1962,196,2025-12-23,Email,Video,Completed
1963,196,2025-12-29,Meeting,In-person,"No Response"
1964,196,2025-12-31,"Proposal Follow-up",Email,Completed
1971,197,2025-05-02,"Proposal Follow-up",Email,Completed
1972,197,2025-05-08,Call,Phone,"No Response"
1973,197,2025-05-14,Demo,Video,Completed
1974,197,2025-05-20,Email,In-person,Completed
1975,197,2025-05-22,Meeting,Email,Completed
1981,198,2026-01-12,Email,In-person,Completed
1982,198,2026-01-14,Meeting,Email,Completed
1983,198,2026-01-20,"Proposal Follow-up",Phone,Completed
1991,199,2025-05-28,Call,Video,Completed
1992,199,2025-06-03,Demo,In-person,Completed
1993,199,2025-06-05,Email,Email,Completed
1994,199,2025-06-11,Meeting,Phone,"No Response"
2001,200,2026-02-03,Meeting,Phone,Completed
2002,200,2026-02-09,"Proposal Follow-up",Video,Completed
2003,200,2026-02-15,Call,In-person,Completed
2004,200,2026-02-17,Demo,Email,Completed
2011,201,2025-06-19,Demo,Email,Completed
2012,201,2025-06-25,Email,Phone,Completed
2021,202,2026-03-01,"Proposal Follow-up",In-person,Completed
2022,202,2026-03-03,Call,Email,Completed
2023,202,2026-03-09,Demo,Phone,Completed
2024,202,2026-03-15,Email,Video,Completed
2031,203,2025-07-15,Email,Video,"No Response"
2032,203,2025-07-21,Meeting,In-person,Completed
2033,203,2025-07-23,"Proposal Follow-up",Email,Completed
2034,203,2025-07-29,Call,Phone,Completed
2041,204,2026-03-23,Call,Phone,Completed
2042,204,2026-03-29,Demo,Video,Completed
2043,204,2026-04-04,Email,In-person,Completed
2044,204,2026-04-06,Meeting,Email,Completed
2051,205,2025-08-06,Meeting,Email,Completed
2052,205,2025-08-12,"Proposal Follow-up",Phone,Completed
2061,206,2026-04-18,Demo,In-person,Completed
2062,206,2026-04-20,Email,Email,"No Response"
2063,206,2026-04-26,Meeting,Phone,Completed
2064,206,2026-05-02,"Proposal Follow-up",Video,Completed
2065,206,2026-05-08,Call,In-person,Completed
2071,207,2025-09-01,"Proposal Follow-up",Video,"No Response"
2072,207,2025-09-07,Call,In-person,Completed
2073,207,2025-09-09,Demo,Email,Completed
2074,207,2025-09-15,Email,Phone,Completed
2081,208,2025-01-15,Email,Phone,Completed
2082,208,2025-01-21,Meeting,Video,Completed
2083,208,2025-01-27,"Proposal Follow-up",In-person,Completed
2084,208,2025-01-29,Call,Email,Completed
2091,209,2025-09-23,Call,Email,Completed
2092,209,2025-09-29,Demo,Phone,Completed
2093,209,2025-10-05,Email,Video,"No Response"
2094,209,2025-10-11,Meeting,In-person,Completed
2095,209,2025-10-13,"Proposal Follow-up",Email,Completed
2101,210,2025-02-10,Meeting,In-person,Completed
2102,210,2025-02-12,"Proposal Follow-up",Email,"No Response"
2103,210,2025-02-18,Call,Phone,Completed
2104,210,2025-02-24,Demo,Video,Completed
2111,211,2025-02-21,Demo,Video,Completed
2112,211,2025-02-27,Email,In-person,Completed
2121,212,2025-10-30,"Proposal Follow-up",Phone,Completed
2122,212,2025-11-05,Call,Video,Completed
2123,212,2025-11-11,Demo,In-person,Completed
2124,212,2025-11-13,Email,Email,"No Response"
2131,213,2025-03-15,Email,Email,Completed
2132,213,2025-03-21,Meeting,Phone,Completed
2141,214,2025-11-25,Call,In-person,Completed
2142,214,2025-11-27,Demo,Email,Completed
2143,214,2025-12-03,Email,Phone,Completed
2144,214,2025-12-09,Meeting,Video,Completed
2151,215,2025-04-10,Meeting,Video,Completed
2152,215,2025-04-16,"Proposal Follow-up",In-person,Completed
2153,215,2025-04-18,Call,Email,Completed
2154,215,2025-04-24,Demo,Phone,Completed
2161,216,2025-12-17,Demo,Phone,"No Response"
2162,216,2025-12-23,Email,Video,Completed
2163,216,2025-12-29,Meeting,In-person,Completed
2164,216,2025-12-31,"Proposal Follow-up",Email,Completed
2165,216,2026-01-06,Call,Phone,Completed
2171,217,2025-05-02,"Proposal Follow-up",Email,Completed
2172,217,2025-05-08,Call,Phone,Completed
2173,217,2025-05-14,Demo,Video,Completed
2181,218,2026-01-12,Email,In-person,Completed
2182,218,2026-01-14,Meeting,Email,Completed
2183,218,2026-01-20,"Proposal Follow-up",Phone,Completed
2184,218,2026-01-26,Call,Video,Completed
2191,219,2025-05-28,Call,Video,Completed
2192,219,2025-06-03,Demo,In-person,"No Response"
2193,219,2025-06-05,Email,Email,Completed
2194,219,2025-06-11,Meeting,Phone,Completed
2201,220,2026-02-03,Meeting,Phone,"No Response"
2202,220,2026-02-09,"Proposal Follow-up",Video,Completed
2203,220,2026-02-15,Call,In-person,Completed
2204,220,2026-02-17,Demo,Email,Completed
2211,221,2025-06-19,Demo,Email,Completed
2212,221,2025-06-25,Email,Phone,Completed
2221,222,2026-03-01,"Proposal Follow-up",In-person,Completed
2222,222,2026-03-03,Call,Email,Completed
2231,223,2025-07-15,Email,Video,Completed
2232,223,2025-07-21,Meeting,In-person,Completed
2233,223,2025-07-23,"Proposal Follow-up",Email,Completed
2241,224,2026-03-23,Call,Phone,Completed
2242,224,2026-03-29,Demo,Video,Completed
2243,224,2026-04-04,Email,In-person,Completed
2244,224,2026-04-06,Meeting,Email,Completed
2245,224,2026-04-12,"Proposal Follow-up",Phone,"No Response"
2251,225,2026-04-03,Meeting,Email,Completed
2252,225,2026-04-09,"Proposal Follow-up",Phone,Completed
2253,225,2026-04-15,Call,Video,Completed
2254,225,2026-04-21,Demo,In-person,"No Response"
2255,225,2026-04-23,Email,Email,Completed
2261,226,2025-08-21,Demo,In-person,Completed
2262,226,2025-08-23,Email,Email,Completed
2263,226,2025-08-29,Meeting,Phone,Completed
2264,226,2025-09-04,"Proposal Follow-up",Video,Completed
2271,227,2026-04-29,"Proposal Follow-up",Video,Completed
2272,227,2026-05-05,Call,In-person,Completed
2273,227,2026-05-07,Demo,Email,Completed
2274,227,2026-05-13,Email,Phone,Completed
2281,228,2025-09-12,Email,Phone,Completed
2282,228,2025-09-18,Meeting,Video,Completed
2283,228,2025-09-24,"Proposal Follow-up",In-person,Completed
2284,228,2025-09-26,Call,Email,Completed
2285,228,2025-10-02,Demo,Phone,"No Response"
2291,229,2025-01-26,Call,Email,"No Response"
2292,229,2025-02-01,Demo,Phone,Completed
2293,229,2025-02-07,Email,Video,Completed
2294,229,2025-02-13,Meeting,In-person,Completed
2301,230,2025-10-08,Meeting,In-person,Completed
2302,230,2025-10-10,"Proposal Follow-up",Email,Completed
2303,230,2025-10-16,Call,Phone,Completed
2304,230,2025-10-22,Demo,Video,Completed
2305,230,2025-10-28,Email,In-person,Completed
2311,231,2025-02-21,Demo,Video,Completed
2312,231,2025-02-27,Email,In-person,Completed
2321,232,2025-10-30,"Proposal Follow-up",Phone,Completed
2322,232,2025-11-05,Call,Video,"No Response"
2323,232,2025-11-11,Demo,In-person,Completed
2324,232,2025-11-13,Email,Email,Completed
2331,233,2025-03-15,Email,Email,"No Response"
2332,233,2025-03-21,Meeting,Phone,Completed
2333,233,2025-03-27,"Proposal Follow-up",Video,Completed
2334,233,2025-04-02,Call,In-person,Completed
2335,233,2025-04-04,Demo,Email,Completed
2341,234,2025-11-25,Call,In-person,Completed
2342,234,2025-11-27,Demo,Email,Completed
2351,235,2025-04-10,Meeting,Video,Completed
2352,235,2025-04-16,"Proposal Follow-up",In-person,Completed
2353,235,2025-04-18,Call,Email,"No Response"
2354,235,2025-04-24,Demo,Phone,Completed
2361,236,2025-12-17,Demo,Phone,Completed
2362,236,2025-12-23,Email,Video,Completed
2363,236,2025-12-29,Meeting,In-person,Completed
2364,236,2025-12-31,"Proposal Follow-up",Email,Completed
2371,237,2025-05-02,"Proposal Follow-up",Email,Completed
2372,237,2025-05-08,Call,Phone,Completed
2373,237,2025-05-14,Demo,Video,Completed
2374,237,2025-05-20,Email,In-person,Completed
2381,238,2026-01-12,Email,In-person,Completed
2382,238,2026-01-14,Meeting,Email,Completed
2383,238,2026-01-20,"Proposal Follow-up",Phone,Completed
2384,238,2026-01-26,Call,Video,"No Response"
2391,239,2026-01-23,Call,Video,Completed
2392,239,2026-01-29,Demo,In-person,Completed
2393,239,2026-01-31,Email,Email,Completed
2394,239,2026-02-06,Meeting,Phone,Completed
2395,239,2026-02-12,"Proposal Follow-up",Video,Completed
2401,240,2025-06-08,Meeting,Phone,Completed
2402,240,2025-06-14,"Proposal Follow-up",Video,Completed
2403,240,2025-06-20,Call,In-person,Completed
2404,240,2025-06-22,Demo,Email,Completed
2405,240,2025-06-28,Email,Phone,Completed
2411,241,2026-02-14,Demo,Email,Completed
2412,241,2026-02-20,Email,Phone,Completed
2413,241,2026-02-26,Meeting,Video,Completed
2414,241,2026-03-04,"Proposal Follow-up",In-person,Completed
2415,241,2026-03-06,Call,Email,"No Response"
2421,242,2025-07-04,"Proposal Follow-up",In-person,"No Response"
2422,242,2025-07-06,Call,Email,Completed
2423,242,2025-07-12,Demo,Phone,Completed
2424,242,2025-07-18,Email,Video,Completed
2431,243,2026-03-12,Email,Video,Completed
2432,243,2026-03-18,Meeting,In-person,Completed
2433,243,2026-03-20,"Proposal Follow-up",Email,Completed
2434,243,2026-03-26,Call,Phone,Completed
2441,244,2025-07-26,Call,Phone,Completed
2442,244,2025-08-01,Demo,Video,Completed
2443,244,2025-08-07,Email,In-person,"No Response"
2451,245,2026-04-03,Meeting,Email,Completed
2452,245,2026-04-09,"Proposal Follow-up",Phone,"No Response"
2453,245,2026-04-15,Call,Video,Completed
2454,245,2026-04-21,Demo,In-person,Completed
2455,245,2026-04-23,Email,Email,Completed
2461,246,2025-08-21,Demo,In-person,Completed
2462,246,2025-08-23,Email,Email,Completed
2471,247,2026-04-29,"Proposal Follow-up",Video,Completed
2472,247,2026-05-05,Call,In-person,Completed
2473,247,2026-05-07,Demo,Email,Completed
2481,248,2025-09-12,Email,Phone,Completed
2482,248,2025-09-18,Meeting,Video,Completed
2483,248,2025-09-24,"Proposal Follow-up",In-person,"No Response"
2484,248,2025-09-26,Call,Email,Completed
2491,249,2025-01-26,Call,Email,Completed
2492,249,2025-02-01,Demo,Phone,Completed
2493,249,2025-02-07,Email,Video,Completed
